,CODI EOI,NOM ESTACIO,DATA,MAGNITUD,CONTAMINANT,UNITATS,TIPUS ESTACIO,AREA URBANA,CODI INE,MUNICIPI,CODI COMARCA,NOM COMARCA,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,ALTITUD,LATITUD,LONGITUD,Georeferència 
14249,43103001,Perafort (Puigdelfí),17/02/2023,65,H2S,µg/m3,industrial,rural,43103,Perafort,36,Tarragonès,1.5,1.4,1.6,1.7,1.6,1.7,1.6,1.5,1.6,1.5,1.5,1.5,1.6,1.6,1.6,1.8,1.9,1.6,1.4,1.5,1.6,1.7,1.6,1.4,97,41.193604,1.2367008,POINT (1.2367008 41.193604)
16149,8194008,Sant Adrià de Besòs,12/02/2023,7,NO,µg/m3,traffic,urban,8194,Sant Adrià de Besòs,13,Barcelonès,20.0,15.0,12.0,10.0,12.0,9.0,10.0,12.0,12.0,14.0,12.0,11.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,18.0,34.0,24.0,16.0,7,41.425594,2.2221997,POINT (2.2221997 41.425594)
11632,8184006,Rubí,24/02/2023,12,NOX,µg/m3,background,urban,8184,Rubí,40,Vallès Occidental,10.0,5.0,1.0,1.0,1.0,4.0,9.0,13.0,21.0,8.0,8.0,6.0,6.0,6.0,4.0,5.0,7.0,9.0,12.0,22.0,20.0,21.0,47.0,49.0,171,41.492115,2.0424972,POINT (2.0424972 41.492115)
23975,43103001,Perafort (Puigdelfí),22/01/2023,30,C6H6,µg/m3,industrial,rural,43103,Perafort,36,Tarragonès,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.6,0.6,97,41.193604,1.2367008,POINT (1.2367008 41.193604)
440,8102005,Igualada,26/03/2023,14,O3,µg/m3,industrial,suburban,8102,Igualada,6,Anoia,30.0,,30.0,27.0,29.0,19.0,6.0,5.0,5.0,5.0,30.0,61.0,64.0,67.0,74.0,82.0,94.0,99.0,97.0,92.0,93.0,92.0,91.0,86.0,311,41.5784,1.6230061,
644,43103001,Perafort (Puigdelfí),26/03/2023,1,SO2,µg/m3,industrial,rural,43103,Perafort,36,Tarragonès,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,97,41.193604,1.2367008,
7393,8137001,Montseny (La Castanya),08/03/2023,12,NOX,µg/m3,background,rural,8137,Montseny,41,Vallès Oriental,6.0,6.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,693,41.77928,2.358002,POINT (2.358002 41.77928)
7917,8019057,Barcelona (Palau Reial),06/03/2023,10,PM10,µg/m3,background,urban,8019,Barcelona,13,Barcelonès,14.0,13.0,14.0,14.0,14.0,18.0,22.0,21.0,25.0,25.0,26.0,28.0,25.0,23.0,22.0,21.0,21.0,24.0,23.0,27.0,29.0,21.0,22.0,16.0,81,41.38749,2.1151996,POINT (2.1151996 41.38749)
24805,8251003,Sta. Margarida i els Monjos (La Ràpita),19/01/2023,7,NO,µg/m3,industrial,rural,8251,Santa Margarida i els Monjos,3,Alt Penedès,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,155,41.308426,1.6472995,POINT (1.6472995 41.308426)
16061,8205002,Sant Cugat del Vallès,12/02/2023,12,NOX,µg/m3,background,urban,8205,Sant Cugat del Vallès,40,Vallès Occidental,42.0,65.0,52.0,23.0,20.0,23.0,23.0,28.0,30.0,29.0,23.0,18.0,11.0,9.0,13.0,9.0,10.0,11.0,15.0,31.0,38.0,34.0,40.0,36.0,113,41.476814,2.0889983,POINT (2.0889983 41.476814)
24686,8096014,Granollers,20/01/2023,14,O3,µg/m3,traffic,urban,8096,Granollers,41,Vallès Oriental,63.0,60.0,58.0,54.0,46.0,37.0,10.0,2.0,3.0,5.0,7.0,16.0,28.0,41.0,57.0,61.0,62.0,58.0,53.0,20.0,4.0,3.0,13.0,15.0,133,41.598682,2.2870984,POINT (2.2870984 41.598682)
16513,43064001,Gandesa,11/02/2023,9,PM2.5,µg/m3,background,rural,43064,Gandesa,37,Terra Alta,19.0,16.0,15.0,12.0,12.0,12.0,9.0,9.0,16.0,16.0,21.0,19.0,16.0,15.0,14.0,12.0,14.0,11.0,11.0,14.0,11.0,10.0,12.0,12.0,368,41.058212,0.43969983,POINT (0.43969983 41.058212)
14373,43171002,Vila-seca (IES Vila-seca),17/02/2023,7,NO,µg/m3,background,suburban,43171,Vila-seca,36,Tarragonès,6.0,5.0,4.0,4.0,4.0,5.0,18.0,37.0,84.0,115.0,29.0,10.0,7.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,26.0,38.0,25.0,7.0,33,41.102505,1.1494449,POINT (1.1494449 41.102505)
23792,8114006,Martorell,22/01/2023,12,NOX,µg/m3,background,suburban,8114,Martorell,11,Baix Llobregat,14.0,29.0,27.0,30.0,27.0,25.0,24.0,36.0,39.0,68.0,49.0,17.0,13.0,11.0,10.0,7.0,8.0,12.0,41.0,107.0,133.0,35.0,25.0,37.0,78,41.475384,1.9212021,POINT (1.9212021 41.475384)
20322,25051001,Bellver de Cerdanya,31/01/2023,14,O3,µg/m3,background,rural,25051,Bellver de Cerdanya,15,Cerdanya,22.0,29.0,24.0,24.0,23.0,20.0,25.0,20.0,18.0,21.0,36.0,54.0,74.0,89.0,89.0,87.0,85.0,80.0,59.0,41.0,21.0,14.0,14.0,23.0,1060,42.368282,1.7767994,POINT (1.7767994 42.368282)
24043,8101001,L'Hospitalet de Llobregat,21/01/2023,10,PM10,µg/m3,background,urban,8101,"Hospitalet de Llobregat, l'",13,Barcelonès,12.0,8.0,12.0,9.0,8.0,8.0,6.0,10.0,9.0,17.0,18.0,13.0,14.0,14.0,17.0,18.0,16.0,18.0,27.0,17.0,10.0,9.0,11.0,9.0,29,41.370476,2.1149993,POINT (2.1149993 41.370476)
5843,8263007,Sant Vicenç dels Horts,12/03/2023,12,NOX,µg/m3,industrial,suburban,8263,Sant Vicenç dels Horts,11,Baix Llobregat,39.0,19.0,69.0,47.0,9.0,9.0,28.0,20.0,19.0,33.0,11.0,5.0,7.0,6.0,4.0,1.0,5.0,5.0,16.0,16.0,20.0,21.0,20.0,15.0,65,41.400845,1.9997202,POINT (1.9997202 41.400845)
16182,8096014,Granollers,12/02/2023,7,NO,µg/m3,traffic,urban,8096,Granollers,41,Vallès Oriental,45.0,34.0,33.0,25.0,31.0,21.0,35.0,33.0,51.0,45.0,23.0,12.0,11.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,12.0,10.0,4.0,3.0,133,41.598682,2.2870984,POINT (2.2870984 41.598682)
24224,43123005,Reus,21/01/2023,14,O3,µg/m3,traffic,suburban,43123,Reus,8,Baix Camp,57.0,63.0,64.0,54.0,52.0,40.0,31.0,39.0,17.0,28.0,52.0,65.0,70.0,70.0,68.0,70.0,69.0,68.0,64.0,63.0,60.0,59.0,67.0,69.0,102,41.150803,1.1202013,POINT (1.1202013 41.150803)
24419,8169009,El Prat de Llobregat (Sagnier),20/01/2023,30,C6H6,µg/m3,background,suburban,8169,"Prat de Llobregat, el",11,Baix Llobregat,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.7,0.8,7,41.321774,2.0821,POINT (2.0821 41.321774)
18898,8125013,Montcada i Reixac (Can Sant Joan),04/02/2023,10,PM10,µg/m3,industrial,suburban,8125,Montcada i Reixac,40,Vallès Occidental,43.0,43.0,41.0,38.0,41.0,45.0,45.0,39.0,45.0,57.0,55.0,55.0,30.0,34.0,37.0,36.0,32.0,28.0,23.0,27.0,29.0,31.0,37.0,41.0,29,41.469826,2.1758358,POINT (2.1758358 41.469826)
13364,8252006,Barberà del Vallès,19/02/2023,7,NO,µg/m3,background,urban,8252,Barberà del Vallès,40,Vallès Occidental,49.0,24.0,10.0,2.0,1.0,3.0,4.0,13.0,10.0,15.0,11.0,7.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,8.0,8.0,40.0,36.0,23.0,131,41.512684,2.1253984,POINT (2.1253984 41.512684)
23726,17184001,Santa Pau,22/01/2023,12,NOX,µg/m3,background,rural,17184,Santa Pau,19,Garrotxa,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,496,42.14328,2.5102024,POINT (2.5102024 42.14328)
14630,8019058,Barcelona (Observatori Fabra),16/02/2023,10,PM10,µg/m3,background,suburban,8019,Barcelona,13,Barcelonès,11.0,12.0,11.0,10.0,10.0,11.0,11.0,11.0,12.0,17.0,26.0,31.0,31.0,21.0,18.0,22.0,24.0,24.0,22.0,18.0,17.0,22.0,21.0,22.0,415,41.41843,2.1238973,POINT (2.1238973 41.41843)
21438,25051001,Bellver de Cerdanya,28/01/2023,10,PM10,µg/m3,background,rural,25051,Bellver de Cerdanya,15,Cerdanya,6.0,6.0,3.0,5.0,6.0,6.0,6.0,5.0,7.0,8.0,13.0,18.0,20.0,21.0,21.0,11.0,9.0,12.0,13.0,13.0,11.0,13.0,12.0,14.0,1060,42.368282,1.7767994,POINT (1.7767994 42.368282)
6381,8022006,Berga,10/03/2023,1,SO2,µg/m3,background,suburban,8022,Berga,14,Berguedà,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,661,42.0979,1.8482014,POINT (1.8482014 42.0979)
20280,8137001,Montseny (La Castanya),01/02/2023,6,CO,mg/m3,background,rural,8137,Montseny,41,Vallès Oriental,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,693,41.77928,2.358002,POINT (2.358002 41.77928)
20288,8019044,Barcelona (Gràcia - Sant Gervasi),01/02/2023,14,O3,µg/m3,traffic,urban,8019,Barcelona,13,Barcelonès,4.0,30.0,38.0,6.0,15.0,35.0,32.0,8.0,6.0,11.0,28.0,38.0,54.0,55.0,56.0,50.0,45.0,43.0,36.0,12.0,6.0,6.0,4.0,4.0,57,41.398724,2.1533988,POINT (2.1533988 41.398724)
23217,8305006,Vilafranca del Penedès,24/01/2023,8,NO2,µg/m3,background,suburban,8305,Vilafranca del Penedès,3,Alt Penedès,15.0,12.0,8.0,7.0,3.0,4.0,5.0,9.0,20.0,13.0,6.0,6.0,7.0,6.0,7.0,6.0,8.0,10.0,11.0,18.0,21.0,22.0,20.0,18.0,192,41.346813,1.6865987,POINT (1.6865987 41.346813)
10882,8096014,Granollers,26/02/2023,12,NOX,µg/m3,traffic,urban,8096,Granollers,41,Vallès Oriental,13.0,30.0,59.0,45.0,38.0,25.0,16.0,8.0,11.0,12.0,13.0,18.0,13.0,8.0,9.0,6.0,9.0,11.0,20.0,18.0,10.0,16.0,16.0,8.0,133,41.598682,2.2870984,POINT (2.2870984 41.598682)
9446,17079003,Girona (Escola de Música),02/03/2023,8,NO2,µg/m3,traffic,urban,17079,Girona,20,Gironès,21.0,25.0,17.0,12.0,7.0,14.0,15.0,24.0,30.0,41.0,31.0,27.0,17.0,18.0,18.0,17.0,19.0,27.0,30.0,34.0,48.0,41.0,23.0,20.0,73,41.97638,2.8165,POINT (2.8165 41.97638)
18742,8074005,Cubelles (Poliesportiu),05/02/2023,1,SO2,µg/m3,background,suburban,8074,Cubelles,17,Garraf,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5,41.202198,1.6722002,POINT (1.6722002 41.202198)
19875,8205002,Sant Cugat del Vallès,02/02/2023,7,NO,µg/m3,background,urban,8205,Sant Cugat del Vallès,40,Vallès Occidental,2.0,2.0,1.0,1.0,3.0,1.0,2.0,17.0,17.0,14.0,7.0,5.0,4.0,4.0,2.0,3.0,2.0,6.0,7.0,9.0,18.0,9.0,5.0,4.0,113,41.476814,2.0889983,POINT (2.0889983 41.476814)
21616,8252006,Barberà del Vallès,28/01/2023,8,NO2,µg/m3,background,urban,8252,Barberà del Vallès,40,Vallès Occidental,56.0,59.0,52.0,49.0,48.0,48.0,48.0,51.0,54.0,59.0,54.0,42.0,16.0,19.0,21.0,27.0,24.0,31.0,26.0,28.0,30.0,29.0,21.0,20.0,131,41.512684,2.1253984,POINT (2.1253984 41.512684)
16417,8187012,Sabadell,11/02/2023,10,PM10,µg/m3,traffic,urban,8187,Sabadell,40,Vallès Occidental,21.0,17.0,11.0,10.0,9.0,10.0,13.0,14.0,17.0,28.0,30.0,36.0,34.0,18.0,14.0,22.0,22.0,24.0,28.0,32.0,29.0,25.0,24.0,21.0,210,41.561214,2.1011107,POINT (2.1011107 41.561214)
3773,8263001,Sant Vicenç dels Horts (Ribot),18/03/2023,12,NOX,µg/m3,background,suburban,8263,Sant Vicenç dels Horts,11,Baix Llobregat,26.0,25.0,27.0,32.0,29.0,34.0,43.0,50.0,47.0,33.0,28.0,14.0,13.0,20.0,18.0,5.0,5.0,6.0,13.0,38.0,39.0,19.0,23.0,20.0,38,41.39219,2.0097985,
9176,8205002,Sant Cugat del Vallès,03/03/2023,7,NO,µg/m3,background,urban,8205,Sant Cugat del Vallès,40,Vallès Occidental,1.0,1.0,1.0,1.0,1.0,1.0,8.0,29.0,21.0,15.0,12.0,6.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,9.0,5.0,4.0,2.0,1.0,113,41.476814,2.0889983,POINT (2.0889983 41.476814)
1087,8125002,Montcada i Reixac,25/03/2023,1,SO2,µg/m3,traffic,suburban,8125,Montcada i Reixac,40,Vallès Occidental,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,34,41.48197,2.1882975,
15969,8279011,Terrassa,12/02/2023,6,CO,mg/m3,traffic,urban,8279,Terrassa,40,Vallès Occidental,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.8,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,109,41.556114,2.0073977,POINT (2.0073977 41.556114)
806,8298008,Vic,25/03/2023,8,NO2,µg/m3,background,suburban,8298,Vic,24,Osona,18.0,25.0,24.0,19.0,20.0,14.0,23.0,20.0,21.0,28.0,15.0,5.0,2.0,2.0,4.0,4.0,4.0,5.0,7.0,11.0,11.0,12.0,19.0,21.0,498,41.93501,2.2400014,
14562,8019043,Barcelona (Eixample),16/02/2023,12,NOX,µg/m3,traffic,urban,8019,Barcelona,13,Barcelonès,113.0,69.0,48.0,51.0,92.0,138.0,142.0,212.0,296.0,340.0,290.0,124.0,91.0,38.0,62.0,77.0,113.0,120.0,69.0,69.0,52.0,56.0,57.0,101.0,26,41.385315,2.1537998,POINT (2.1537998 41.385315)
11761,8205002,Sant Cugat del Vallès,24/02/2023,12,NOX,µg/m3,background,urban,8205,Sant Cugat del Vallès,40,Vallès Occidental,7.0,7.0,4.0,4.0,6.0,9.0,20.0,45.0,50.0,33.0,,,15.0,14.0,12.0,11.0,13.0,20.0,30.0,42.0,33.0,33.0,35.0,35.0,113,41.476814,2.0889983,POINT (2.0889983 41.476814)
12825,43070001,Els Guiamets,21/02/2023,14,O3,µg/m3,background,rural,43070,"Guiamets, els",29,Priorat,73.0,69.0,61.0,57.0,62.0,63.0,60.0,55.0,52.0,56.0,65.0,68.0,73.0,77.0,85.0,88.0,75.0,71.0,66.0,62.0,54.0,51.0,53.0,52.0,220,41.100723,0.755101,POINT (0.755101 41.100723)
23780,43047001,Constantí,22/01/2023,8,NO2,µg/m3,industrial,suburban,43047,Constantí,36,Tarragonès,4.0,5.0,5.0,10.0,9.0,7.0,15.0,22.0,21.0,17.0,5.0,13.0,9.0,3.0,2.0,2.0,4.0,5.0,9.0,9.0,7.0,10.0,13.0,10.0,56,41.15493,1.2177014,POINT (1.2177014 41.15493)
6135,8019057,Barcelona (Palau Reial),11/03/2023,12,NOX,µg/m3,background,urban,8019,Barcelona,13,Barcelonès,3.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,7.0,7.0,5.0,6.0,5.0,4.0,4.0,5.0,3.0,3.0,33.0,24.0,19.0,16.0,18.0,16.0,81,41.38749,2.1151996,POINT (2.1151996 41.38749)
11362,8202001,Sant Celoni,25/02/2023,14,O3,µg/m3,background,suburban,8202,Sant Celoni,41,Vallès Oriental,14.0,17.0,11.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,11.0,12.0,16.0,19.0,15.0,22.0,27.0,17.0,26.0,17.0,18.0,37.0,57.0,39.0,145,41.6891,2.495701,POINT (2.495701 41.6891)
24810,8114006,Martorell,19/01/2023,65,H2S,µg/m3,background,suburban,8114,Martorell,11,Baix Llobregat,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,78,41.475384,1.9212021,POINT (1.9212021 41.475384)
1819,8019054,Barcelona (Parc Vall Hebron),23/03/2023,10,PM10,µg/m3,background,urban,8019,Barcelona,13,Barcelonès,,,,,,,,,,,,,,,,,,,,,,,,,136,41.42611,2.1480017,
3963,8260010,Santa Perpètua de Mogoda,17/03/2023,10,PM10,µg/m3,traffic,suburban,8260,Santa Perpètua de Mogoda,40,Vallès Occidental,20.0,17.0,17.0,18.0,18.0,20.0,19.0,29.0,33.0,55.0,39.0,22.0,22.0,17.0,21.0,26.0,22.0,25.0,29.0,36.0,41.0,41.0,47.0,34.0,84,41.526722,2.1838,
22589,8019050,Barcelona (Ciutadella),25/01/2023,7,NO,µg/m3,background,urban,8019,Barcelona,13,Barcelonès,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,14.0,8.0,6.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,7,41.386406,2.1873982,POINT (2.1873982 41.386406)
20340,8307012,Vilanova i la Geltrú,31/01/2023,7,NO,µg/m3,traffic,suburban,8307,Vilanova i la Geltrú,17,Garraf,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,7.0,8.0,6.0,4.0,2.0,2.0,2.0,3.0,3.0,17.0,16.0,14.0,7.0,4.0,2.0,12,41.218987,1.7211995,POINT (1.7211995 41.218987)
14456,25196001,Montsec,16/02/2023,7,NO,µg/m3,background,rural,25196,Sant Esteve de la Sarga,25,Pallars Jussà,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1570,42.05132,0.7295987,POINT (0.7295987 42.05132)
3869,43005002,Alcover,17/03/2023,8,NO2,µg/m3,industrial,rural,43005,Alcover,1,Alt Camp,4.0,3.0,3.0,6.0,6.0,9.0,9.0,8.0,11.0,14.0,14.0,12.0,14.0,13.0,12.0,14.0,17.0,22.0,17.0,12.0,12.0,6.0,3.0,4.0,238,41.278687,1.1798977,
25282,43103001,Perafort (Puigdelfí),18/01/2023,10,PM10,µg/m3,industrial,rural,43103,Perafort,36,Tarragonès,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,4.0,4.0,3.0,6.0,6.0,2.0,2.0,97,41.193604,1.2367008,POINT (1.2367008 41.193604)
1606,17079003,Girona (Escola de Música),23/03/2023,12,NOX,µg/m3,traffic,urban,17079,Girona,20,Gironès,14.0,11.0,10.0,17.0,18.0,20.0,34.0,65.0,105.0,75.0,33.0,25.0,19.0,20.0,17.0,15.0,19.0,21.0,19.0,25.0,28.0,24.0,23.0,21.0,73,41.97638,2.8165,
20018,8202001,Sant Celoni,01/02/2023,14,O3,µg/m3,background,suburban,8202,Sant Celoni,41,Vallès Oriental,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8.0,11.0,28.0,55.0,66.0,64.0,63.0,58.0,38.0,18.0,5.0,4.0,4.0,4.0,4.0,145,41.6891,2.495701,POINT (2.495701 41.6891)
1715,8169009,El Prat de Llobregat (Sagnier),23/03/2023,12,NOX,µg/m3,background,suburban,8169,"Prat de Llobregat, el",11,Baix Llobregat,14.0,36.0,37.0,34.0,40.0,53.0,89.0,102.0,35.0,16.0,16.0,16.0,20.0,15.0,16.0,16.0,15.0,18.0,18.0,15.0,18.0,24.0,31.0,53.0,7,41.321774,2.0821,
22325,8019054,Barcelona (Parc Vall Hebron),26/01/2023,10,PM10,µg/m3,background,urban,8019,Barcelona,13,Barcelonès,14.0,9.0,7.0,10.0,11.0,8.0,5.0,6.0,10.0,11.0,10.0,8.0,6.0,5.0,7.0,21.0,22.0,20.0,16.0,30.0,29.0,43.0,21.0,17.0,136,41.42611,2.1480017,POINT (2.1480017 41.42611)
16568,8125002,Montcada i Reixac,11/02/2023,14,O3,µg/m3,traffic,suburban,8125,Montcada i Reixac,40,Vallès Occidental,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,10.0,24.0,45.0,61.0,66.0,71.0,65.0,61.0,52.0,35.0,15.0,6.0,3.0,2.0,34,41.48197,2.1882975,POINT (2.1882975 41.48197)
7889,8089005,Gavà,06/03/2023,8,NO2,µg/m3,background,suburban,8089,Gavà,11,Baix Llobregat,8.0,7.0,5.0,6.0,9.0,9.0,14.0,21.0,23.0,34.0,27.0,34.0,22.0,14.0,10.0,11.0,11.0,11.0,15.0,12.0,16.0,23.0,23.0,27.0,25,41.303097,1.9914981,POINT (1.9914981 41.303097)
115,8125013,Montcada i Reixac (Can Sant Joan),27/03/2023,10,PM10,µg/m3,industrial,suburban,8125,Montcada i Reixac,40,Vallès Occidental,6.0,18.0,15.0,,,,,,,,,,,,,,,,,,,,,,29,41.469826,2.1758358,
6210,43162002,Vandellòs (Viver),11/03/2023,1,SO2,µg/m3,industrial,rural,43162,Vandellòs i l'Hospitalet de l',8,Baix Camp,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,60,41.009453,0.91277903,POINT (0.91277903 41.009453)
9006,8301004,Viladecans - Atrium,03/03/2023,30,C6H6,µg/m3,background,suburban,8301,Viladecans,11,Baix Llobregat,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.9,0.9,0.7,14,41.31335,2.0136087,POINT (2.0136087 41.31335)
14447,8169009,El Prat de Llobregat (Sagnier),16/02/2023,30,C6H6,µg/m3,background,suburban,8169,"Prat de Llobregat, el",11,Baix Llobregat,1.3,1.1,1.0,0.9,0.8,0.6,0.8,0.7,0.7,0.8,0.6,0.6,0.8,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.9,1.0,1.5,1.4,7,41.321774,2.0821,POINT (2.0821 41.321774)
12711,43148003,Tarragona (Bonavista),21/02/2023,9,PM2.5,µg/m3,industrial,suburban,43148,Tarragona,36,Tarragonès,44.0,36.0,36.0,32.0,24.0,22.0,20.0,21.0,23.0,26.0,31.0,40.0,28.0,22.0,22.0,26.0,26.0,30.0,30.0,25.0,34.0,38.0,41.0,42.0,39,41.11591,1.1919986,POINT (1.1919986 41.11591)
4186,43148028,Tarragona (Parc de la Ciutat),16/03/2023,12,NOX,µg/m3,background,urban,43148,Tarragona,36,Tarragonès,65.0,41.0,26.0,17.0,15.0,17.0,31.0,76.0,138.0,67.0,20.0,12.0,13.0,16.0,10.0,7.0,7.0,7.0,11.0,21.0,33.0,30.0,22.0,22.0,13,41.1174,1.2417027,
3020,8015021,Badalona,20/03/2023,12,NOX,µg/m3,background,urban,8015,Badalona,13,Barcelonès,15.0,21.0,29.0,32.0,18.0,16.0,26.0,65.0,93.0,72.0,59.0,58.0,30.0,26.0,23.0,13.0,18.0,19.0,19.0,21.0,23.0,18.0,12.0,13.0,7,41.443985,2.2378986,
18748,25119002,Juneda (Pla del Molí),05/02/2023,12,NOX,µg/m3,background,rural,25119,Juneda,18,Garrigues,,,,,,,,,,,,,,,,,,,,,,,,,255,41.544083,0.8299007,POINT (0.8299007 41.544083)
5224,43148028,Tarragona (Parc de la Ciutat),14/03/2023,12,NOX,µg/m3,background,urban,43148,Tarragona,36,Tarragonès,3.0,4.0,4.0,3.0,5.0,6.0,7.0,13.0,9.0,9.0,9.0,10.0,9.0,9.0,11.0,10.0,9.0,11.0,11.0,11.0,8.0,8.0,6.0,8.0,13,41.1174,1.2417027,
7071,8307012,Vilanova i la Geltrú,09/03/2023,12,NOX,µg/m3,traffic,suburban,8307,Vilanova i la Geltrú,17,Garraf,34.0,15.0,14.0,9.0,7.0,4.0,11.0,34.0,39.0,31.0,17.0,18.0,,,,12.0,6.0,8.0,10.0,13.0,13.0,18.0,11.0,7.0,12,41.218987,1.7211995,POINT (1.7211995 41.218987)
7207,43148028,Tarragona (Parc de la Ciutat),08/03/2023,6,CO,mg/m3,background,urban,43148,Tarragona,36,Tarragonès,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,,,,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.3,13,41.1174,1.2417027,POINT (1.2417027 41.1174)
10269,8125002,Montcada i Reixac,28/02/2023,1,SO2,µg/m3,traffic,suburban,8125,Montcada i Reixac,40,Vallès Occidental,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,34,41.48197,2.1882975,POINT (2.1882975 41.48197)
20059,8260010,Santa Perpètua de Mogoda,01/02/2023,7,NO,µg/m3,traffic,suburban,8260,Santa Perpètua de Mogoda,40,Vallès Occidental,29.0,33.0,47.0,25.0,31.0,57.0,90.0,144.0,215.0,204.0,179.0,96.0,19.0,10.0,7.0,5.0,6.0,7.0,14.0,40.0,99.0,98.0,80.0,47.0,84,41.526722,2.1838,POINT (2.1838 41.526722)
18480,8169009,El Prat de Llobregat (Sagnier),05/02/2023,7,NO,µg/m3,background,suburban,8169,"Prat de Llobregat, el",11,Baix Llobregat,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,6.0,6.0,5.0,4.0,14.0,20.0,14.0,15.0,10.0,7,41.321774,2.0821,POINT (2.0821 41.321774)
14901,43005002,Alcover,15/02/2023,12,NOX,µg/m3,industrial,rural,43005,Alcover,1,Alt Camp,4.0,4.0,4.0,4.0,5.0,6.0,6.0,5.0,9.0,21.0,28.0,16.0,20.0,29.0,23.0,27.0,25.0,28.0,21.0,11.0,9.0,7.0,9.0,10.0,238,41.278687,1.1798977,POINT (1.1798977 41.278687)
